2026-04-30 21:21:50 | WARNING | /api/carrito | 400 | 576ms
2026-04-30 21:21:52 | ERROR | /api/pago | 502 | 226ms
2026-04-30 21:22:00 | WARNING | /home | 400 | 92ms
2026-04-30 21:21:56 | INFO | /api/productos | 200 | 414ms
2026-04-30 21:22:02 | INFO | /api/pago | 201 | 580ms
2026-04-30 21:22:15 | INFO | /api/carrito | 200 | 494ms
2026-04-30 21:21:56 | WARNING | /home | 404 | 706ms
2026-04-30 21:22:25 | WARNING | /api/carrito | 400 | 480ms
2026-04-30 21:22:06 | INFO | /api/pago | 201 | 798ms
2026-04-30 21:22:26 | INFO | /api/pago | 200 | 907ms
2026-04-30 21:22:30 | ERROR | /api/pago | 503 | 575ms
2026-04-30 21:22:01 | ERROR | /home | 500 | 540ms
2026-04-30 21:22:38 | INFO | /api/login | 200 | 591ms
2026-04-30 21:22:55 | ERROR | /home | 502 | 232ms
2026-04-30 21:22:04 | WARNING | /home | 404 | 638ms
2026-04-30 21:22:50 | INFO | /api/carrito | 200 | 389ms
2026-04-30 21:22:54 | WARNING | /home | 404 | 133ms
2026-04-30 21:22:41 | ERROR | /api/login | 502 | 526ms
2026-04-30 21:22:44 | INFO | /api/pago | 200 | 330ms
2026-04-30 21:23:25 | ERROR | /api/productos | 502 | 260ms
2026-04-30 21:22:10 | ERROR | /api/pago | 503 | 539ms
2026-04-30 21:22:53 | ERROR | /home | 500 | 392ms
2026-04-30 21:23:40 | ERROR | /api/login | 502 | 915ms
2026-04-30 21:22:36 | ERROR | /api/pago | 502 | 938ms
2026-04-30 21:22:38 | INFO | /api/productos | 200 | 556ms
2026-04-30 21:23:30 | WARNING | /api/productos | 404 | 985ms
2026-04-30 21:24:00 | ERROR | /api/productos | 503 | 297ms
2026-04-30 21:24:05 | WARNING | /api/login | 400 | 683ms
2026-04-30 21:22:18 | ERROR | /api/pago | 500 | 871ms
2026-04-30 21:23:17 | ERROR | /api/login | 500 | 936ms
2026-04-30 21:22:20 | WARNING | /api/login | 404 | 910ms
2026-04-30 21:22:52 | ERROR | /api/productos | 503 | 481ms
2026-04-30 21:23:58 | WARNING | /api/login | 400 | 820ms
2026-04-30 21:23:29 | INFO | /api/carrito | 200 | 848ms
2026-04-30 21:22:58 | INFO | /home | 201 | 783ms
2026-04-30 21:23:00 | INFO | /api/carrito | 200 | 563ms
2026-04-30 21:22:26 | INFO | /api/login | 200 | 619ms
2026-04-30 21:24:55 | ERROR | /api/login | 500 | 966ms
2026-04-30 21:25:00 | ERROR | /api/carrito | 502 | 827ms
2026-04-30 21:25:05 | WARNING | /api/login | 404 | 756ms
2026-04-30 21:24:30 | ERROR | /api/login | 500 | 528ms
2026-04-30 21:23:12 | WARNING | /api/carrito | 400 | 108ms
2026-04-30 21:25:20 | INFO | /api/carrito | 201 | 175ms
2026-04-30 21:23:59 | INFO | /api/login | 200 | 145ms
2026-04-30 21:25:30 | WARNING | /api/login | 404 | 277ms
2026-04-30 21:24:05 | ERROR | /api/pago | 502 | 879ms
2026-04-30 21:23:22 | ERROR | /api/carrito | 503 | 620ms
2026-04-30 21:25:45 | INFO | /api/pago | 201 | 662ms
2026-04-30 21:25:02 | INFO | /home | 201 | 57ms
2026-04-30 21:24:17 | INFO | /api/pago | 200 | 493ms
2026-04-30 21:24:20 | INFO | /home | 200 | 388ms
2026-04-30 21:23:32 | INFO | /api/login | 201 | 660ms
2026-04-30 21:24:26 | INFO | /api/login | 201 | 827ms
2026-04-30 21:22:43 | WARNING | /api/pago | 400 | 533ms
2026-04-30 21:24:32 | WARNING | /api/productos | 400 | 624ms
2026-04-30 21:24:35 | ERROR | /api/login | 500 | 982ms
2026-04-30 21:22:46 | ERROR | /api/productos | 502 | 518ms
2026-04-30 21:22:47 | WARNING | /home | 404 | 560ms
2026-04-30 21:22:48 | INFO | /api/login | 200 | 742ms
2026-04-30 21:23:48 | INFO | /api/login | 201 | 186ms
2026-04-30 21:24:50 | INFO | /api/login | 200 | 929ms
2026-04-30 21:24:53 | WARNING | /api/login | 400 | 993ms
2026-04-30 21:22:52 | ERROR | /api/pago | 500 | 317ms
2026-04-30 21:27:05 | INFO | /home | 200 | 878ms
2026-04-30 21:25:02 | WARNING | /api/login | 400 | 252ms
2026-04-30 21:27:15 | INFO | /api/login | 201 | 235ms
2026-04-30 21:22:56 | WARNING | /api/carrito | 404 | 498ms
2026-04-30 21:22:57 | INFO | /api/pago | 200 | 835ms
2026-04-30 21:22:58 | ERROR | /api/pago | 503 | 469ms
2026-04-30 21:25:17 | INFO | /api/productos | 200 | 638ms
2026-04-30 21:26:30 | ERROR | /api/productos | 500 | 960ms
2026-04-30 21:24:12 | INFO | /api/login | 201 | 768ms
2026-04-30 21:25:26 | INFO | /home | 201 | 883ms
2026-04-30 21:26:42 | ERROR | /api/productos | 503 | 914ms
2026-04-30 21:26:46 | ERROR | /api/productos | 500 | 828ms
2026-04-30 21:28:05 | ERROR | /api/carrito | 500 | 690ms
2026-04-30 21:28:10 | INFO | /api/carrito | 200 | 751ms
2026-04-30 21:26:58 | INFO | /api/carrito | 200 | 240ms
2026-04-30 21:27:02 | WARNING | /api/pago | 400 | 815ms
2026-04-30 21:23:09 | WARNING | /api/login | 404 | 696ms
2026-04-30 21:25:50 | WARNING | /home | 400 | 369ms
2026-04-30 21:23:11 | WARNING | /api/login | 404 | 325ms
2026-04-30 21:23:12 | INFO | /api/login | 201 | 412ms
2026-04-30 21:25:59 | ERROR | /api/productos | 503 | 403ms
2026-04-30 21:24:38 | INFO | /api/pago | 200 | 696ms
2026-04-30 21:23:15 | WARNING | /api/pago | 404 | 703ms
2026-04-30 21:27:34 | WARNING | /api/productos | 404 | 704ms
2026-04-30 21:23:17 | INFO | /api/carrito | 200 | 571ms
2026-04-30 21:26:14 | INFO | /api/login | 201 | 387ms
2026-04-30 21:23:19 | WARNING | /api/login | 404 | 836ms
2026-04-30 21:24:50 | WARNING | /api/pago | 400 | 450ms
2026-04-30 21:29:25 | INFO | /api/login | 201 | 63ms
2026-04-30 21:26:26 | WARNING | /api/carrito | 400 | 588ms
2026-04-30 21:29:35 | ERROR | /api/carrito | 503 | 780ms
2026-04-30 21:28:06 | INFO | /api/carrito | 200 | 977ms
2026-04-30 21:28:10 | INFO | /api/carrito | 201 | 151ms
2026-04-30 21:29:50 | WARNING | /api/carrito | 404 | 242ms
2026-04-30 21:25:04 | INFO | /api/pago | 201 | 181ms
2026-04-30 21:28:22 | ERROR | /home | 500 | 752ms
2026-04-30 21:23:29 | WARNING | /api/productos | 400 | 386ms
2026-04-30 21:26:50 | ERROR | /api/carrito | 503 | 119ms
2026-04-30 21:23:31 | INFO | /api/login | 200 | 997ms
2026-04-30 21:30:20 | ERROR | /api/carrito | 500 | 241ms
2026-04-30 21:23:33 | INFO | /api/login | 200 | 405ms
2026-04-30 21:28:46 | INFO | /api/pago | 200 | 267ms
2026-04-30 21:23:35 | ERROR | /api/login | 503 | 939ms
2026-04-30 21:25:22 | ERROR | /home | 503 | 362ms
2026-04-30 21:23:37 | ERROR | /api/login | 503 | 351ms
2026-04-30 21:29:02 | INFO | /home | 200 | 64ms
2026-04-30 21:23:39 | ERROR | /api/pago | 503 | 93ms
2026-04-30 21:23:40 | INFO | /api/pago | 201 | 977ms
2026-04-30 21:29:14 | ERROR | /api/pago | 502 | 251ms
2026-04-30 21:31:10 | WARNING | /home | 400 | 663ms
2026-04-30 21:29:22 | INFO | /api/pago | 201 | 668ms
2026-04-30 21:25:38 | ERROR | /home | 502 | 277ms
2026-04-30 21:29:30 | INFO | /api/carrito | 201 | 519ms
2026-04-30 21:25:42 | WARNING | /api/carrito | 400 | 386ms
